,date,type,year,avg_price,size,nb_sold
981,,organic,2017,1.71,extra_large,4322.99
982,14-May-17,organic,2017,1.55,extra_large,4618.45
983,05-Jul-17,organic,2017,1.57,extra_large,4161.33
984,30-Apr-17,organic,2017,1.68,extra_large,5187.46
985,23-Apr-17,organic,2017,1.61,extra_large,3245.62
986,16-Apr-17,organic,2017,1.49,extra_large,5096.43
987,04-Sep-17,organic,2017,1.43,extra_large,8972.11
988,04-Feb-17,organic,2017,1.42,extra_large,3767.76
989,26-Mar-17,organic,2017,1.29,extra_large,3888.05
990,19-Mar-17,organic,2017,1.5,extra_large,3304.62
991,03-Dec-17,organic,2017,1.38,extra_large,3188.52
992,03-May-17,organic,2017,1.16,extra_large,2542.94
993,26-Feb-17,organic,2017,1.21,extra_large,3747.77
994,19-Feb-17,organic,2017,1.31,extra_large,3295.09
995,02-Dec-17,organic,2017,1.41,extra_large,3486.2
996,02-May-17,organic,2017,1.36,extra_large,2238.78
997,29-Jan-17,organic,2017,1.43,extra_large,3524.96
998,22-Jan-17,organic,2017,1.37,extra_large,6707.82
999,15-Jan-17,organic,2017,1.44,extra_large,8750.08
1000,01-Aug-17,organic,2017,1.43,extra_large,8697.35
1001,01-Jan-17,organic,2017,,extra_large,4425.75
1002,25-Mar-18,organic,2018,1.55,extra_large,1070.24
1003,18-Mar-18,organic,2018,1.54,extra_large,1045.38
1004,03-Nov-18,organic,2018,1.52,extra_large,1401.87
1005,03-Apr-18,organic,2018,1.52,extra_large,1225.97
1006,25-Feb-18,organic,2018,1.57,extra_large,1063.32
1007,18-Feb-18,organic,2018,1.52,extra_large,1905.46
1008,02-Nov-18,organic,2018,1.56,extra_large,1839.8
1009,02-Apr-18,organic,2018,1.53,extra_large,1703.52
1010,28-Jan-18,organic,2018,1.61,extra_large,1270.61
1011,21-Jan-18,organic,2018,1.63,extra_large,
1012,14-Jan-18,organic,2018,1.59,extra_large,1580.01
1013,01-Jul-18,organic,2018,1.51,extra_large,1289.07
